led_full,led_calido,chapa_atras,chapa_adelante,ficha_macho,cooler,chapa_canaleta_100_200,chapa_canaleta_300,chapa_canaleta_400_500,chapa_doble,remaches,conector_doble,prensacable,timer,poleas,carpa_60x60,carpa_80x80,carpa_100x100,carpa_120x120
25,19,5,7,6,8,2,2,8,0,202,0,6,0,0,0,0,0,0
